X,Y,id,value
16.8520552246369,51.1480277158204,"2517","5"
16.8520552246369,51.1446464564097,"2520","8"
16.8520552246369,51.1435193148935,"2521","9"
16.8520552246369,51.1423921458541,"2522","6"
16.8520552246369,51.141264949291,"2523","6"
16.8520552246369,51.1401377252041,"2524","8"
16.8520552246369,51.1390104735932,"2525","5"
16.8520552246369,51.1299914698118,"2533","3"
16.8520552246369,51.1288639704738,"2534","7"
16.8520552246369,51.1209707043555,"2541","5"
16.8520552246369,51.1198429847997,"2542","5"
16.8520552246369,51.1187152377157,"2543","7"
16.8520552246369,51.117587463103,"2544","6"
16.8520552246369,51.1164596609617,"2545","7"
16.8536111523502,51.1587334031756,"2653","7"
16.8536111523502,51.1508452427792,"2660","4"
16.8536111523502,51.1497182526372,"2661","6"
16.8536111523502,51.1485912349732,"2662","6"
16.8536111523502,51.1474641897869,"2663","6"
16.8536111523502,51.144082889092,"2666","7"
16.8536111523502,51.1429557338142,"2667","9"
16.8536111523502,51.141828551013,"2668","6"
16.8536111523502,51.1407013406881,"2669","6"
16.8536111523502,51.1395741028392,"2670","5"
16.8536111523502,51.1294277235836,"2679","6"
16.8536111523502,51.1192791146987,"2688","8"
16.8536111523502,51.1181513538504,"2689","8"
16.8551670800635,51.1592967916026,"2797","8"
16.8551670800635,51.1581700078684,"2798","8"
16.8551670800635,51.1559163578391,"2800","5"
16.8551670800635,51.1547894915434,"2801","4"
16.8551670800635,51.1514087275295,"2804","5"
16.8551670800635,51.1502817511485,"2805","7"
16.8551670800635,51.1491547472455,"2806","7"
16.8551670800635,51.1480277158204,"2807","5"
16.8551670800635,51.1446464564097,"2810","4"
16.8551670800635,51.1435193148935,"2811","8"
16.8551670800635,51.1423921458541,"2812","7"
16.8551670800635,51.141264949291,"2813","8"
16.8551670800635,51.137883194458,"2816","4"
16.8551670800635,51.1299914698118,"2823","5"
16.8551670800635,51.1288639704738,"2824","5"
16.8551670800635,51.1209707043555,"2831","6"
16.8551670800635,51.1198429847997,"2832","7"
16.8551670800635,51.1187152377157,"2833","8"
16.8567230077768,51.1598601731497,"2942","10"
16.8567230077768,51.1587334031756,"2943","7"
16.8567230077768,51.1576066056813,"2944","8"
16.8567230077768,51.1564797806666,"2945","7"
16.8567230077768,51.1553529281314,"2946","12"
16.8567230077768,51.1542260480752,"2947","10"
16.8567230077768,51.153099140498,"2948","7"
16.8567230077768,51.1519722053994,"2949","8"
16.8567230077768,51.1508452427792,"2950","7"
16.8567230077768,51.1497182526372,"2951","5"
16.8567230077768,51.1485912349732,"2952","6"
16.8567230077768,51.1474641897869,"2953","6"
16.8567230077768,51.1463371170781,"2954","5"
16.8567230077768,51.144082889092,"2956","4"
16.8567230077768,51.1429557338142,"2957","8"
16.8567230077768,51.141828551013,"2958","6"
16.8567230077768,51.1305552091585,"2968","9"
16.8567230077768,51.1294277235836,"2969","7"
16.8567230077768,51.1215345538104,"2976","8"
16.8567230077768,51.1204068480187,"2977","8"
16.8567230077768,51.1192791146987,"2978","6"
16.8567230077768,51.1181513538504,"2979","5"
16.8582789354901,51.1592967916026,"3087","7"
16.8582789354901,51.1581700078684,"3088","5"
16.8582789354901,51.157043196614,"3089","6"
16.8582789354901,51.1559163578391,"3090","6"
16.8582789354901,51.1547894915434,"3091","6"
16.8582789354901,51.1536625977267,"3092","8"
16.8582789354901,51.1525356763888,"3093","8"
16.8582789354901,51.1514087275295,"3094","10"
16.8582789354901,51.1502817511485,"3095","8"
16.8582789354901,51.1491547472455,"3096","5"
16.8582789354901,51.1480277158204,"3097","6"
16.8582789354901,51.1469006568728,"3098","5"
16.8582789354901,51.1435193148935,"3101","10"
16.8582789354901,51.1423921458541,"3102","6"
16.8582789354901,51.1299914698118,"3113","5"
16.8582789354901,51.1209707043555,"3121","7"
16.8582789354901,51.1198429847997,"3122","9"
16.8582789354901,51.1187152377157,"3123","6"
16.8598348632034,51.1587334031756,"3233","7"
16.8598348632034,51.1576066056813,"3234","7"
16.8598348632034,51.1564797806666,"3235","8"
16.8598348632034,51.1553529281314,"3236","6"
16.8598348632034,51.1542260480752,"3237","7"
16.8598348632034,51.153099140498,"3238","10"
16.8598348632034,51.1519722053994,"3239","8"
16.8598348632034,51.1508452427792,"3240","9"
16.8598348632034,51.1497182526372,"3241","7"
16.8598348632034,51.1485912349732,"3242","9"
16.8598348632034,51.1474641897869,"3243","6"
16.8598348632034,51.1429557338142,"3247","5"
16.8598348632034,51.1407013406881,"3249","3"
16.8598348632034,51.1305552091585,"3258","9"
16.8598348632034,51.1294277235836,"3259","8"
16.8598348632034,51.1215345538104,"3266","5"
16.8598348632034,51.1204068480187,"3267","7"
16.8613907909168,51.1581700078684,"3378","7"
16.8613907909168,51.157043196614,"3379","8"
16.8613907909168,51.1547894915434,"3381","7"
16.8613907909168,51.1536625977267,"3382","9"
16.8613907909168,51.1525356763888,"3383","8"
16.8613907909168,51.1514087275295,"3384","7"
16.8613907909168,51.1502817511485,"3385","12"
16.8613907909168,51.1491547472455,"3386","7"
16.8613907909168,51.1480277158204,"3387","4"
16.8613907909168,51.1469006568728,"3388","7"
16.8613907909168,51.1435193148935,"3391","3"
16.8613907909168,51.1423921458541,"3392","6"
16.8613907909168,51.1311189416236,"3402","7"
16.8613907909168,51.1299914698118,"3403","5"
16.8613907909168,51.1254813073006,"3407","6"
16.8613907909168,51.1209707043555,"3411","5"
16.8613907909168,51.1198429847997,"3412","6"
16.8629467186301,51.1576066056813,"3524","9"
16.8629467186301,51.1553529281314,"3526","6"
16.8629467186301,51.1542260480752,"3527","7"
16.8629467186301,51.153099140498,"3528","16"
16.8629467186301,51.1519722053994,"3529","8"
16.8629467186301,51.1508452427792,"3530","10"
16.8629467186301,51.1497182526372,"3531","9"
16.8629467186301,51.1485912349732,"3532","8"
16.8629467186301,51.1474641897869,"3533","7"
16.8629467186301,51.1463371170781,"3534","6"
16.8629467186301,51.1328100977302,"3546","3"
16.8629467186301,51.1316826672073,"3547","5"
16.8629467186301,51.1260451017004,"3552","7"
16.8629467186301,51.124917506019,"3553","8"
16.8629467186301,51.1237898828103,"3554","7"
16.8629467186301,51.1226622320742,"3555","5"
16.8629467186301,51.1215345538104,"3556","6"
16.8629467186301,51.1204068480187,"3557","7"
16.8629467186301,51.1192791146987,"3558","5"
16.8645026463434,51.1547894915434,"3671","6"
16.8645026463434,51.1536625977267,"3672","8"
16.8645026463434,51.1514087275295,"3674","11"
16.8645026463434,51.1502817511485,"3675","11"
16.8645026463434,51.1491547472455,"3676","9"
16.8645026463434,51.1480277158204,"3677","9"
16.8645026463434,51.1469006568728,"3678","7"
16.8645026463434,51.1457735704027,"3679","5"
16.8645026463434,51.1446464564097,"3680","7"
16.8645026463434,51.1435193148935,"3681","10"
16.8645026463434,51.141264949291,"3683","8"
16.8645026463434,51.137883194458,"3686","6"
16.8645026463434,51.1333738026696,"3690","4"
16.8645026463434,51.1254813073006,"3697","5"
16.8645026463434,51.1243536978556,"3698","6"
16.8645026463434,51.1232260608832,"3699","6"
16.8645026463434,51.1220983963833,"3700","7"
16.8645026463434,51.1209707043555,"3701","7"
16.8645026463434,51.1198429847997,"3702","6"
16.8645026463434,51.1119481771039,"3709","7"
16.8660585740567,51.1508452427792,"3820","11"
16.8660585740567,51.1497182526372,"3821","9"
16.8660585740567,51.1485912349732,"3822","6"
16.8660585740567,51.1474641897869,"3823","8"
16.8660585740567,51.1463371170781,"3824","9"
16.8660585740567,51.1452100168466,"3825","7"
16.8660585740567,51.144082889092,"3826","12"
16.8660585740567,51.1429557338142,"3827","10"
16.8660585740567,51.1407013406881,"3829","7"
16.8660585740567,51.1395741028392,"3830","4"
16.8660585740567,51.1384468374662,"3831","5"
16.8660585740567,51.1373195445687,"3832","12"
16.8660585740567,51.1361922241467,"3833","7"
16.8660585740567,51.1283002104825,"3840","7"
16.8660585740567,51.1271726698548,"3841","8"
16.8660585740567,51.1260451017004,"3842","8"
16.8660585740567,51.1226622320742,"3845","7"
16.8660585740567,51.1215345538104,"3846","7"
16.8660585740567,51.1204068480187,"3847","6"
16.8660585740567,51.1192791146987,"3848","6"
16.86761450177,51.1547894915434,"3961","18"
16.86761450177,51.1480277158204,"3967","8"
16.86761450177,51.1469006568728,"3968","10"
16.86761450177,51.1457735704027,"3969","11"
16.86761450177,51.1446464564097,"3970","9"
16.86761450177,51.1435193148935,"3971","8"
16.86761450177,51.1423921458541,"3972","12"
16.86761450177,51.141264949291,"3973","7"
16.86761450177,51.1401377252041,"3974","7"
16.86761450177,51.1390104735932,"3975","4"
16.86761450177,51.1277364436095,"3985","9"
16.86761450177,51.1266088892185,"3986","6"
16.86761450177,51.1243536978556,"3988","7"
16.86761450177,51.1220983963833,"3990","6"
16.86761450177,51.1209707043555,"3991","6"
16.86761450177,51.1198429847997,"3992","7"
16.86761450177,51.1187152377157,"3993","7"
16.8691704294833,51.1542260480752,"4107","4"
16.8691704294833,51.1474641897869,"4113","9"
16.8691704294833,51.1463371170781,"4114","11"
16.8691704294833,51.1452100168466,"4115","10"
16.8691704294833,51.144082889092,"4116","5"
16.8691704294833,51.1429557338142,"4117","7"
16.8691704294833,51.141828551013,"4118","7"
16.8691704294833,51.1407013406881,"4119","9"
16.8691704294833,51.1260451017004,"4132","7"
16.8691704294833,51.124917506019,"4133","8"
16.8691704294833,51.1237898828103,"4134","8"
16.8691704294833,51.1226622320742,"4135","6"
16.8691704294833,51.1215345538104,"4136","7"
16.8691704294833,51.1204068480187,"4137","7"
16.8691704294833,51.1192791146987,"4138","7"
16.8691704294833,51.1181513538504,"4139","5"
16.8691704294833,51.1113842106509,"4145","4"
16.8707263571966,51.1626769776858,"4244","6"
16.8707263571966,51.1615502765111,"4245","9"
16.8707263571966,51.1604235478167,"4246","8"
16.8707263571966,51.1592967916026,"4247","8"
16.8707263571966,51.1581700078684,"4248","7"
16.8707263571966,51.1491547472455,"4256","4"
16.8707263571966,51.1480277158204,"4257","8"
16.8707263571966,51.1469006568728,"4258","28"
16.8707263571966,51.1457735704027,"4259","8"
16.8707263571966,51.1446464564097,"4260","11"
16.8707263571966,51.1435193148935,"4261","9"
16.8707263571966,51.1423921458541,"4262","9"
16.8707263571966,51.141264949291,"4263","7"
16.8707263571966,51.1401377252041,"4264","8"
16.8707263571966,51.1390104735932,"4265","3"
16.8707263571966,51.1345011919043,"4269","11"
16.8707263571966,51.1333738026696,"4270","7"
16.8707263571966,51.1322463859095,"4271","11"
16.8707263571966,51.1220983963833,"4280","7"
16.8707263571966,51.1209707043555,"4281","7"
16.8707263571966,51.1198429847997,"4282","7"
16.8707263571966,51.1187152377157,"4283","6"
16.8722822849099,51.1654936102262,"4387","6"
16.8722822849099,51.1643669778493,"4388","7"
16.8722822849099,51.1632403179534,"4389","7"
16.8722822849099,51.1621136305384,"4390","8"
16.8722822849099,51.1609869156039,"4391","7"
16.8722822849099,51.1598601731497,"4392","8"
16.8722822849099,51.1587334031756,"4393","8"
16.8722822849099,51.1576066056813,"4394","10"
16.8722822849099,51.1564797806666,"4395","4"
16.8722822849099,51.1553529281314,"4396","4"
16.8722822849099,51.1485912349732,"4402","4"
16.8722822849099,51.1452100168466,"4405","10"
16.8722822849099,51.144082889092,"4406","14"
16.8722822849099,51.1429557338142,"4407","11"
16.8722822849099,51.141828551013,"4408","9"
16.8722822849099,51.1407013406881,"4409","6"
16.8722822849099,51.1395741028392,"4410","7"
16.8722822849099,51.1384468374662,"4411","5"
16.8722822849099,51.1373195445687,"4412","3"
16.8722822849099,51.1361922241467,"4413","9"
16.8722822849099,51.1350648761997,"4414","6"
16.8722822849099,51.1339375007277,"4415","12"
16.8722822849099,51.1328100977302,"4416","11"
16.8722822849099,51.1215345538104,"4426","5"
16.8722822849099,51.1204068480187,"4427","7"
16.8722822849099,51.1192791146987,"4428","7"
16.8722822849099,51.1181513538504,"4429","7"
16.8738382126232,51.1649302974776,"4532","8"
16.8738382126232,51.1626769776858,"4534","7"
16.8738382126232,51.1615502765111,"4535","11"
16.8738382126232,51.1604235478167,"4536","8"
16.8738382126232,51.1592967916026,"4537","8"
16.8738382126232,51.1581700078684,"4538","8"
16.8738382126232,51.157043196614,"4539","7"
16.8738382126232,51.1559163578391,"4540","5"
16.8738382126232,51.1514087275295,"4544","2"
16.8738382126232,51.1446464564097,"4550","14"
16.8738382126232,51.141264949291,"4553","26"
16.8738382126232,51.1401377252041,"4554","10"
16.8738382126232,51.1390104735932,"4555","8"
16.8738382126232,51.1356285536138,"4558","6"
16.8738382126232,51.1345011919043,"4559","3"
16.8738382126232,51.1322463859095,"4561","4"
16.8738382126232,51.1243536978556,"4568","3"
16.8738382126232,51.1220983963833,"4570","6"
16.8738382126232,51.1209707043555,"4571","8"
16.8738382126232,51.1198429847997,"4572","6"
16.8753941403366,51.1632403179534,"4679","7"
16.8753941403366,51.1621136305384,"4680","7"
16.8753941403366,51.1609869156039,"4681","8"
16.8753941403366,51.1598601731497,"4682","8"
16.8753941403366,51.1587334031756,"4683","8"
16.8753941403366,51.1576066056813,"4684","7"
16.8753941403366,51.1463371170781,"4694","7"
16.8753941403366,51.1452100168466,"4695","8"
16.8753941403366,51.144082889092,"4696","7"
16.8753941403366,51.1407013406881,"4699","10"
16.8753941403366,51.1395741028392,"4700","9"
16.8753941403366,51.1384468374662,"4701","6"
16.8753941403366,51.1361922241467,"4703","7"
16.8753941403366,51.1226622320742,"4715","5"
16.8753941403366,51.1215345538104,"4716","7"
16.8753941403366,51.1204068480187,"4717","9"
16.8753941403366,51.1192791146987,"4718","4"
16.8769500680499,51.177321588785,"4811","4"
16.8769500680499,51.1638036513412,"4823","7"
16.8769500680499,51.1626769776858,"4824","7"
16.8769500680499,51.1615502765111,"4825","8"
16.8769500680499,51.1604235478167,"4826","8"
16.8769500680499,51.1592967916026,"4827","8"
16.8769500680499,51.1581700078684,"4828","8"
16.8769500680499,51.1469006568728,"4838","9"
16.8769500680499,51.1457735704027,"4839","6"
16.8769500680499,51.1446464564097,"4840","5"
16.8769500680499,51.1435193148935,"4841","7"
16.8769500680499,51.1401377252041,"4844","3"
16.8769500680499,51.1390104735932,"4845","3"
16.8769500680499,51.1243536978556,"4858","5"
16.8769500680499,51.1232260608832,"4859","5"
16.8769500680499,51.1220983963833,"4860","7"
16.8769500680499,51.1209707043555,"4861","7"
16.8769500680499,51.1198429847997,"4862","7"
16.8769500680499,51.1187152377157,"4863","5"
16.8785059957632,51.1790110523551,"4955","7"
16.8785059957632,51.1756320633034,"4958","5"
16.8785059957632,51.1654936102262,"4967","6"
16.8785059957632,51.1643669778493,"4968","6"
16.8785059957632,51.1632403179534,"4969","7"
16.8785059957632,51.1621136305384,"4970","7"
16.8785059957632,51.1508452427792,"4980","7"
16.8785059957632,51.1497182526372,"4981","8"
16.8785059957632,51.1485912349732,"4982","8"
16.8785059957632,51.1474641897869,"4983","6"
16.8785059957632,51.1463371170781,"4984","3"
16.8785059957632,51.1452100168466,"4985","10"
16.8785059957632,51.1429557338142,"4987","8"
16.8785059957632,51.1384468374662,"4991","6"
16.8785059957632,51.1283002104825,"5000","3"
16.8785059957632,51.1237898828103,"5004","9"
16.8785059957632,51.1226622320742,"5005","8"
16.8785059957632,51.1215345538104,"5006","7"
16.8785059957632,51.1204068480187,"5007","7"
16.8785059957632,51.1192791146987,"5008","6"
16.8785059957632,51.1102562570971,"5016","6"
16.8785059957632,51.1091282760131,"5017","10"
16.8800619234765,51.1750688743846,"5103","8"
16.8800619234765,51.1739424759094,"5104","6"
16.8800619234765,51.1683100707744,"5109","15"
16.8800619234765,51.1649302974776,"5112","6"
16.8800619234765,51.1638036513412,"5113","9"
16.8800619234765,51.1626769776858,"5114","12"
16.8800619234765,51.1547894915434,"5121","4"
16.8800619234765,51.1536625977267,"5122","7"
16.8800619234765,51.1525356763888,"5123","10"
16.8800619234765,51.1514087275295,"5124","8"
16.8800619234765,51.1502817511485,"5125","7"
16.8800619234765,51.1491547472455,"5126","8"
16.8800619234765,51.1480277158204,"5127","6"
16.8800619234765,51.1469006568728,"5128","6"
16.8800619234765,51.1457735704027,"5129","5"
16.8800619234765,51.1446464564097,"5130","6"
16.8800619234765,51.1435193148935,"5131","6"
16.8800619234765,51.1423921458541,"5132","8"
16.8800619234765,51.1390104735932,"5135","8"
16.8800619234765,51.137883194458,"5136","7"
16.8800619234765,51.1288639704738,"5144","11"
16.8800619234765,51.1254813073006,"5147","5"
16.8800619234765,51.1220983963833,"5150","7"
16.8800619234765,51.1209707043555,"5151","6"
16.8800619234765,51.1096922699964,"5161","18"
16.8800619234765,51.1085642751472,"5162","13"
16.8816178511898,51.1767584205036,"5247","9"
16.8816178511898,51.1756320633034,"5248","3"
16.8816178511898,51.1745056785866,"5249","7"
16.8816178511898,51.1654936102262,"5257","7"
16.8816178511898,51.1643669778493,"5258","6"
16.8816178511898,51.1553529281314,"5266","6"
16.8816178511898,51.1542260480752,"5267","8"
16.8816178511898,51.153099140498,"5268","7"
16.8816178511898,51.1519722053994,"5269","6"
16.8816178511898,51.1508452427792,"5270","8"
16.8816178511898,51.1497182526372,"5271","8"
16.8816178511898,51.1485912349732,"5272","7"
16.8816178511898,51.1474641897869,"5273","5"
16.8816178511898,51.1463371170781,"5274","4"
16.8816178511898,51.1452100168466,"5275","7"
16.8816178511898,51.144082889092,"5276","7"
16.8816178511898,51.1429557338142,"5277","8"
16.8816178511898,51.141828551013,"5278","7"
16.8816178511898,51.1395741028392,"5280","7"
16.8816178511898,51.1384468374662,"5281","8"
16.8816178511898,51.1283002104825,"5290","8"
16.8816178511898,51.1260451017004,"5292","6"
16.8816178511898,51.1237898828103,"5294","3"
16.8816178511898,51.1226622320742,"5295","7"
16.8816178511898,51.1215345538104,"5296","6"
16.8816178511898,51.1147679061327,"5302","5"
16.8816178511898,51.1136400351684,"5303","6"
16.8816178511898,51.1091282760131,"5307","14"
16.8831737789031,51.177321588785,"5391","4"
16.8831737789031,51.1761952453431,"5392","8"
16.8831737789031,51.1750688743846,"5393","7"
16.8831737789031,51.1739424759094,"5394","6"
16.8831737789031,51.1694366068368,"5398","7"
16.8831737789031,51.1660569160951,"5401","5"
16.8831737789031,51.1649302974776,"5402","10"
16.8831737789031,51.1638036513412,"5403","4"
16.8831737789031,51.1547894915434,"5411","9"
16.8831737789031,51.1536625977267,"5412","8"
16.8831737789031,51.1525356763888,"5413","7"
16.8831737789031,51.1514087275295,"5414","8"
16.8831737789031,51.1491547472455,"5416","4"
16.8831737789031,51.1480277158204,"5417","6"
16.8831737789031,51.1469006568728,"5418","6"
16.8831737789031,51.1457735704027,"5419","8"
16.8831737789031,51.1446464564097,"5420","5"
16.8831737789031,51.1435193148935,"5421","7"
16.8831737789031,51.1423921458541,"5422","6"
16.8831737789031,51.141264949291,"5423","6"
16.8831737789031,51.1401377252041,"5424","4"
16.8831737789031,51.1390104735932,"5425","9"
16.8831737789031,51.137883194458,"5426","10"
16.8831737789031,51.1356285536138,"5428","7"
16.8831737789031,51.1345011919043,"5429","19"
16.8831737789031,51.1254813073006,"5437","5"
16.8831737789031,51.1232260608832,"5439","6"
16.8831737789031,51.1220983963833,"5440","8"
16.8831737789031,51.1142039740917,"5447","7"
16.8831737789031,51.1085642751472,"5452","8"
16.8847297066164,51.1767584205036,"5537","9"
16.8847297066164,51.1756320633034,"5538","8"
16.8847297066164,51.1745056785866,"5539","7"
16.8847297066164,51.173379266353,"5540","5"
16.8847297066164,51.1699998645487,"5543","7"
16.8847297066164,51.1688733422454,"5544","7"
16.8847297066164,51.1654936102262,"5547","6"
16.8847297066164,51.1643669778493,"5548","10"
16.8847297066164,51.1542260480752,"5557","7"
16.8847297066164,51.153099140498,"5558","8"
16.8847297066164,51.1519722053994,"5559","3"
16.8847297066164,51.1497182526372,"5561","6"
16.8847297066164,51.1485912349732,"5562","6"
16.8847297066164,51.1474641897869,"5563","5"
16.8847297066164,51.1463371170781,"5564","7"
16.8847297066164,51.1452100168466,"5565","12"
16.8847297066164,51.144082889092,"5566","10"
16.8847297066164,51.1429557338142,"5567","6"
16.8847297066164,51.141828551013,"5568","6"
16.8847297066164,51.1407013406881,"5569","5"
16.8847297066164,51.1395741028392,"5570","7"
16.8847297066164,51.1384468374662,"5571","8"
16.8847297066164,51.1373195445687,"5572","9"
16.8847297066164,51.1361922241467,"5573","10"
16.8847297066164,51.1350648761997,"5574","12"
16.8847297066164,51.1339375007277,"5575","8"
16.8847297066164,51.1328100977302,"5576","7"
16.8847297066164,51.124917506019,"5583","9"
16.8847297066164,51.1136400351684,"5593","4"
16.8847297066164,51.1125121366745,"5594","6"
16.8847297066164,51.1080002673986,"5598","11"
16.8847297066164,51.1068722312533,"5599","9"
16.8862856343297,51.1784479047107,"5680","7"
16.8862856343297,51.1739424759094,"5684","9"
16.8862856343297,51.1728160499173,"5685","6"
16.8862856343297,51.171689596408,"5686","8"
16.8862856343297,51.1705631153812,"5687","7"
16.8862856343297,51.1683100707744,"5689","5"
16.8862856343297,51.167183507194,"5690","7"
16.8862856343297,51.1547894915434,"5701","6"
16.8862856343297,51.1536625977267,"5702","6"
16.8862856343297,51.1491547472455,"5706","6"
16.8862856343297,51.1480277158204,"5707","6"
16.8862856343297,51.1469006568728,"5708","5"
16.8862856343297,51.1457735704027,"5709","9"
16.8862856343297,51.1446464564097,"5710","12"
16.8862856343297,51.1423921458541,"5712","5"
16.8862856343297,51.141264949291,"5713","7"
16.8862856343297,51.1401377252041,"5714","6"
16.8862856343297,51.1390104735932,"5715","8"
16.8862856343297,51.137883194458,"5716","10"
16.8862856343297,51.1367558877983,"5717","9"
16.8862856343297,51.1356285536138,"5718","7"
16.8862856343297,51.1345011919043,"5719","7"
16.8862856343297,51.1333738026696,"5720","7"
16.8862856343297,51.1322463859095,"5721","7"
16.8862856343297,51.1243536978556,"5728","6"
16.8862856343297,51.1142039740917,"5737","7"
16.8862856343297,51.1130760893627,"5738","5"
16.8862856343297,51.1119481771039,"5739","8"
16.8862856343297,51.1074362527673,"5743","4"
16.8862856343297,51.1063082028565,"5744","23"
16.887841562043,51.1801373270068,"5824","7"
16.887841562043,51.173379266353,"5830","7"
16.887841562043,51.1722528266023,"5831","6"
16.887841562043,51.167746792424,"5835","6"
16.887841562043,51.1666202150843,"5836","6"
16.887841562043,51.1553529281314,"5846","6"
16.887841562043,51.1519722053994,"5849","6"
16.887841562043,51.1508452427792,"5850","4"
16.887841562043,51.1497182526372,"5851","7"
