X,Y,fid,id,value
16.8660585740567,51.1404195338062,"89","604","6"
16.8660585740567,51.1376013703735,"90","605","7"
16.8660585740567,51.1291458478889,"91","608","7"
16.8660585740567,51.1263269963196,"92","609","7"
16.8660585740567,51.123507972707,"93","610","6"
16.8660585740567,51.1206887770473,"94","611","7"
16.8660585740567,51.117869409337,"95","612","6"
16.8660585740567,51.1122301577496,"96","614","7"
16.86994839334,51.1643669778493,"97","653","6"
16.86994839334,51.1615502765111,"98","654","8"
16.86994839334,51.1587334031756,"99","655","7"
16.86994839334,51.1474641897869,"100","659","9"
16.86994839334,51.1446464564097,"101","660","10"
16.86994839334,51.141828551013,"102","661","8"
16.86994839334,51.1390104735932,"103","662","8"
16.86994839334,51.1361922241467,"104","663","4"
16.86994839334,51.1333738026696,"105","664","11"
16.86994839334,51.1277364436095,"106","666","6"
16.86994839334,51.124917506019,"107","667","8"
16.86994839334,51.1220983963833,"108","668","7"
16.86994839334,51.1192791146987,"109","669","7"
16.86994839334,51.1108202373153,"110","672","4"
16.8738382126232,51.1657752640206,"111","711","7"
16.8738382126232,51.1629586486796,"112","712","7"
16.8738382126232,51.1601418613432,"113","713","8"
16.8738382126232,51.1573249020077,"114","714","8"
16.8738382126232,51.1545077706693,"115","715","4"
16.8738382126232,51.1516904673245,"116","716","2"
16.8738382126232,51.1488729919694,"117","717","4"
16.8738382126232,51.1460553446005,"118","718","8"
16.8738382126232,51.143237525214,"119","719","12"
16.8738382126232,51.1404195338062,"120","720","8"
16.8738382126232,51.1376013703735,"121","721","6"
16.8738382126232,51.1347830349122,"122","722","10"
16.8738382126232,51.1319645274186,"123","723","8"
16.8738382126232,51.123507972707,"124","726","6"
16.8738382126232,51.1206887770473,"125","727","7"
16.8738382126232,51.117869409337,"126","728","6"
16.8777280319065,51.1784479047107,"127","764","6"
16.8777280319065,51.1756320633034,"128","765","5"
16.8777280319065,51.1643669778493,"129","769","7"
16.8777280319065,51.1615502765111,"130","770","7"
16.8777280319065,51.1587334031756,"131","771","8"
16.8777280319065,51.153099140498,"132","773","7"
16.8777280319065,51.1502817511485,"133","774","7"
16.8777280319065,51.1474641897869,"134","775","6"
16.8777280319065,51.1446464564097,"135","776","7"
16.8777280319065,51.141828551013,"136","777","8"
16.8777280319065,51.1390104735932,"137","778","8"
16.8777280319065,51.1361922241467,"138","779","3"
16.8777280319065,51.1277364436095,"139","782","6"
16.8777280319065,51.124917506019,"140","783","7"
16.8777280319065,51.1220983963833,"141","784","7"
16.8777280319065,51.1192791146987,"142","785","6"
16.8777280319065,51.1108202373153,"143","788","8"
16.8777280319065,51.1080002673986,"144","789","10"
16.8816178511898,51.1770400055042,"145","823","7"
16.8816178511898,51.1742240781079,"146","824","7"
16.8816178511898,51.1685917073698,"147","826","15"
16.8816178511898,51.1657752640206,"148","827","6"
16.8816178511898,51.1629586486796,"149","828","9"
16.8816178511898,51.1545077706693,"150","831","7"
16.8816178511898,51.1516904673245,"151","832","7"
16.8816178511898,51.1488729919694,"152","833","7"
16.8816178511898,51.1460553446005,"153","834","6"
16.8816178511898,51.143237525214,"154","835","7"
16.8816178511898,51.1404195338062,"155","836","7"
16.8816178511898,51.1376013703735,"156","837","8"
16.8816178511898,51.1347830349122,"157","838","16"
16.8816178511898,51.1291458478889,"158","840","10"
16.8816178511898,51.1263269963196,"159","841","6"
16.8816178511898,51.123507972707,"160","842","7"
16.8816178511898,51.1206887770473,"161","843","6"
16.8816178511898,51.1150498695723,"162","845","6"
16.8816178511898,51.1122301577496,"163","846","6"
16.8816178511898,51.1094102738651,"164","847","14"
16.8855076704731,51.1784479047107,"165","880","6"
16.8855076704731,51.1756320633034,"166","881","8"
16.8855076704731,51.1728160499173,"167","882","6"
16.8855076704731,51.1699998645487,"168","883","7"
16.8855076704731,51.1671835071939,"169","884","6"
16.8855076704731,51.1643669778493,"170","885","6"
16.8855076704731,51.153099140498,"171","889","7"
16.8855076704731,51.1502817511485,"172","890","6"
16.8855076704731,51.1474641897869,"173","891","6"
16.8855076704731,51.1446464564097,"174","892","10"
16.8855076704731,51.141828551013,"175","893","6"
16.8855076704731,51.1390104735932,"176","894","8"
16.8855076704731,51.1361922241467,"177","895","9"
16.8855076704731,51.1333738026696,"178","896","7"
16.8855076704731,51.1305552091585,"179","897","3"
16.8855076704731,51.124917506019,"180","899","7"
16.8855076704731,51.1220983963833,"181","900","6"
16.8855076704731,51.1136400351684,"182","903","6"
16.8855076704731,51.1108202373153,"183","904","8"
16.8855076704731,51.1080002673986,"184","905","11"
16.8893974897564,51.1798557609235,"185","938","7"
16.8893974897564,51.1742240781079,"186","940","5"
16.8893974897564,51.1714079787311,"187","941","7"
16.8893974897564,51.1685917073698,"188","942","6"
16.8893974897564,51.1657752640206,"189","943","6"
16.8893974897564,51.1573249020077,"190","946","7"
16.8893974897564,51.1545077706693,"191","947","8"
16.8893974897564,51.1516904673245,"192","948","6"
16.8893974897564,51.1488729919694,"193","949","7"
16.8893974897564,51.1460553446005,"194","950","7"
16.8893974897564,51.143237525214,"195","951","10"
16.8893974897564,51.1404195338062,"196","952","6"
16.8893974897564,51.1376013703735,"197","953","6"
16.8893974897564,51.1347830349122,"198","954","7"
16.8893974897564,51.1319645274186,"199","955","7"
16.8893974897564,51.123507972707,"200","958","5"
16.8893974897564,51.1122301577496,"201","962","5"
16.8893974897564,51.1094102738651,"202","963","7"
16.8893974897564,51.1065902179153,"203","964","7"
16.8932873090396,51.1671835071939,"204","1000","4"
16.8932873090396,51.1615502765111,"205","1002","9"
16.8932873090396,51.1587334031756,"206","1003","7"
16.8932873090396,51.1559163578391,"207","1004","9"
16.8932873090396,51.153099140498,"208","1005","10"
16.8932873090396,51.1502817511485,"209","1006","7"
16.8932873090396,51.1474641897869,"210","1007","8"
16.8932873090396,51.1446464564097,"211","1008","8"
16.8932873090396,51.141828551013,"212","1009","8"
16.8932873090396,51.1390104735932,"213","1010","7"
16.8932873090396,51.1361922241467,"214","1011","7"
16.8932873090396,51.1333738026696,"215","1012","8"
16.8932873090396,51.1305552091585,"216","1013","8"
16.8932873090396,51.1220983963833,"217","1016","6"
16.8932873090396,51.1192791146987,"218","1017","8"
16.8932873090396,51.1164596609617,"219","1018","6"
16.8932873090396,51.1108202373153,"220","1020","8"
16.8932873090396,51.1080002673986,"221","1021","6"
16.8932873090396,51.1051801254147,"222","1022","5"
16.8971771283229,51.1714079787311,"223","1057","7"
16.8971771283229,51.1685917073698,"224","1058","8"
16.8971771283229,51.1657752640206,"225","1059","7"
16.8971771283229,51.1629586486796,"226","1060","13"
16.8971771283229,51.1601418613432,"227","1061","8"
16.8971771283229,51.1573249020077,"228","1062","9"
16.8971771283229,51.1545077706693,"229","1063","13"
16.8971771283229,51.1516904673245,"230","1064","13"
16.8971771283229,51.1488729919694,"231","1065","7"
16.8971771283229,51.1460553446005,"232","1066","7"
16.8971771283229,51.143237525214,"233","1067","7"
16.8971771283229,51.1404195338062,"234","1068","8"
16.8971771283229,51.1376013703735,"235","1069","7"
16.8971771283229,51.1347830349122,"236","1070","6"
16.8971771283229,51.1319645274186,"237","1071","7"
16.8971771283229,51.1291458478889,"238","1072","8"
16.8971771283229,51.1263269963196,"239","1073","7"
16.8971771283229,51.123507972707,"240","1074","6"
16.8971771283229,51.1206887770473,"241","1075","7"
16.8971771283229,51.117869409337,"242","1076","5"
16.8971771283229,51.1150498695723,"243","1077","3"
16.8971771283229,51.1094102738651,"244","1079","7"
16.8971771283229,51.1065902179153,"245","1080","7"
16.8971771283229,51.1037699898964,"246","1081","7"
16.9010669476062,51.1756320633034,"247","1113","6"
16.9010669476062,51.1728160499173,"248","1114","8"
16.9010669476062,51.1699998645487,"249","1115","7"
16.9010669476062,51.1671835071939,"250","1116","9"
16.9010669476062,51.1643669778493,"251","1117","6"
16.9010669476062,51.1615502765111,"252","1118","12"
16.9010669476062,51.1587334031756,"253","1119","7"
16.9010669476062,51.1559163578391,"254","1120","10"
16.9010669476062,51.153099140498,"255","1121","13"
16.9010669476062,51.1474641897869,"256","1123","8"
16.9010669476062,51.1446464564097,"257","1124","6"
16.9010669476062,51.141828551013,"258","1125","7"
16.9010669476062,51.1390104735932,"259","1126","10"
16.9010669476062,51.1361922241467,"260","1127","8"
16.9010669476062,51.1277364436095,"261","1130","6"
16.9010669476062,51.124917506019,"262","1131","7"
16.9010669476062,51.1220983963833,"263","1132","7"
16.9010669476062,51.1164596609617,"264","1134","4"
16.9010669476062,51.1108202373153,"265","1136","7"
16.9010669476062,51.1080002673986,"266","1137","6"
16.9010669476062,51.1051801254147,"267","1138","7"
16.9049567668895,51.1995612338158,"268","1163","7"
16.9049567668895,51.1967466821312,"269","1164","5"
16.9049567668895,51.1911170629055,"270","1166","11"
16.9049567668895,51.1770400055042,"271","1171","11"
16.9049567668895,51.1742240781079,"272","1172","6"
16.9049567668895,51.1714079787311,"273","1173","14"
16.9049567668895,51.1685917073698,"274","1174","9"
16.9049567668895,51.1601418613432,"275","1177","8"
16.9049567668895,51.1573249020077,"276","1178","8"
16.9049567668895,51.1545077706693,"277","1179","9"
16.9049567668895,51.1460553446005,"278","1182","7"
16.9049567668895,51.143237525214,"279","1183","7"
16.9049567668895,51.1376013703735,"280","1185","3"
16.9049567668895,51.1291458478889,"281","1188","4"
16.9049567668895,51.1263269963196,"282","1189","8"
16.9049567668895,51.123507972707,"283","1190","8"
16.9049567668895,51.1206887770473,"284","1191","6"
16.9049567668895,51.1094102738651,"285","1195","6"
16.9049567668895,51.1065902179153,"286","1196","9"
16.9088465861727,51.2009684451776,"287","1220","10"
16.9088465861727,51.1981539794672,"288","1221","5"
16.9088465861727,51.1953393418076,"289","1222","5"
16.9088465861727,51.1925245321952,"290","1223","17"
16.9088465861727,51.1897095506262,"291","1224","11"
16.9088465861727,51.181263574143,"292","1227","7"
16.9088465861727,51.1756320633034,"293","1229","9"
16.9088465861727,51.1728160499173,"294","1230","8"
16.9088465861727,51.1699998645487,"295","1231","7"
16.9088465861727,51.1671835071939,"296","1232","8"
16.9088465861727,51.1615502765111,"297","1234","12"
16.9088465861727,51.1587334031756,"298","1235","6"
16.9088465861727,51.1559163578391,"299","1236","8"
16.9088465861727,51.153099140498,"300","1237","10"
16.9088465861727,51.1474641897869,"301","1239","10"
16.9088465861727,51.1446464564097,"302","1240","15"
16.9088465861727,51.1277364436095,"303","1246","6"
16.9088465861727,51.124917506019,"304","1247","8"
16.9088465861727,51.1220983963833,"305","1248","6"
16.9088465861727,51.1136400351684,"306","1251","6"
16.9088465861727,51.1108202373153,"307","1252","5"
16.9088465861727,51.1080002673986,"308","1253","8"
16.9088465861727,51.1051801254147,"309","1254","10"
16.912736405456,51.1939319584957,"310","1281","5"
16.912736405456,51.1911170629055,"311","1282","12"
16.912736405456,51.1883019953569,"312","1283","3"
16.912736405456,51.1798557609235,"313","1286","5"
16.912736405456,51.1770400055042,"314","1287","7"
16.912736405456,51.1742240781079,"315","1288","7"
16.912736405456,51.1714079787311,"316","1289","7"
16.912736405456,51.1685917073698,"317","1290","7"
16.912736405456,51.1629586486796,"318","1292","6"
16.912736405456,51.1601418613432,"319","1293","6"
16.912736405456,51.1573249020077,"320","1294","6"
16.912736405456,51.1545077706693,"321","1295","7"
16.912736405456,51.1516904673245,"322","1296","8"
16.912736405456,51.1291458478889,"323","1304","3"
16.912736405456,51.1263269963196,"324","1305","7"
16.912736405456,51.123507972707,"325","1306","6"
16.912736405456,51.1206887770473,"326","1307","7"
16.912736405456,51.117869409337,"327","1308","5"
16.912736405456,51.1122301577496,"328","1310","9"
16.912736405456,51.1094102738651,"329","1311","7"
16.912736405456,51.1065902179153,"330","1312","6"
16.9166262247393,51.186894397097,"331","1341","6"
16.9166262247393,51.1784479047107,"332","1344","6"
16.9166262247393,51.1756320633034,"333","1345","7"
16.9166262247393,51.1728160499173,"334","1346","5"
16.9166262247393,51.1699998645487,"335","1347","3"
16.9166262247393,51.1615502765111,"336","1350","7"
16.9166262247393,51.1587334031756,"337","1351","7"
16.9166262247393,51.1559163578391,"338","1352","7"
16.9166262247393,51.153099140498,"339","1353","5"
16.9166262247393,51.1361922241467,"340","1359","6"
16.9166262247393,51.1333738026696,"341","1360","4"
16.9166262247393,51.124917506019,"342","1363","6"
16.9166262247393,51.1220983963833,"343","1364","7"
16.9166262247393,51.1192791146987,"344","1365","6"
16.9166262247393,51.1164596609617,"345","1366","9"
16.9166262247393,51.1108202373153,"346","1368","7"
16.9166262247393,51.1080002673986,"347","1369","6"
16.9205160440226,51.1685917073698,"348","1406","7"
16.9205160440226,51.1657752640206,"349","1407","8"
16.9205160440226,51.1629586486796,"350","1408","5"
16.9205160440226,51.1601418613432,"351","1409","3"
16.9205160440226,51.1573249020077,"352","1410","5"
16.9205160440226,51.1516904673245,"353","1412","3"
16.9205160440226,51.143237525214,"354","1415","5"
16.9205160440226,51.1404195338062,"355","1416","5"
16.9205160440226,51.1376013703735,"356","1417","5"
16.9205160440226,51.1347830349122,"357","1418","5"
16.9205160440226,51.1263269963196,"358","1421","3"
16.9205160440226,51.123507972707,"359","1422","8"
16.9205160440226,51.1206887770473,"360","1423","8"
16.9205160440226,51.117869409337,"361","1424","7"
16.9205160440226,51.1094102738651,"362","1427","5"
16.9205160440226,51.1065902179153,"363","1428","15"
16.9205160440226,51.0981290176369,"364","1431","6"
16.9244058633058,51.1671835071939,"365","1464","8"
16.9244058633058,51.1643669778493,"366","1465","6"
16.9244058633058,51.1615502765111,"367","1466","6"
16.9244058633058,51.1587334031756,"368","1467","6"
16.9244058633058,51.1559163578391,"369","1468","6"
16.9244058633058,51.141828551013,"370","1473","4"
16.9244058633058,51.1390104735932,"371","1474","6"
16.9244058633058,51.1361922241467,"372","1475","5"
16.9244058633058,51.124917506019,"373","1479","8"
16.9244058633058,51.1220983963833,"374","1480","8"
16.9244058633058,51.1192791146987,"375","1481","7"
16.9244058633058,51.1164596609617,"376","1482","9"
16.9244058633058,51.1108202373153,"377","1484","9"
16.9244058633058,51.1080002673986,"378","1485","7"
16.9244058633058,51.0938978367337,"379","1490","4"
16.9282956825891,51.1685917073698,"380","1522","4"
16.9282956825891,51.1629586486796,"381","1524","4"
16.9282956825891,51.1601418613432,"382","1525","10"
16.9282956825891,51.1573249020077,"383","1526","8"
16.9282956825891,51.1545077706693,"384","1527","8"
16.9282956825891,51.1488729919694,"385","1529","9"
16.9282956825891,51.1263269963196,"386","1537","2"
16.9282956825891,51.123507972707,"387","1538","6"
16.9282956825891,51.1206887770473,"388","1539","7"
16.9282956825891,51.117869409337,"389","1540","7"
16.9282956825891,51.1150498695723,"390","1541","8"
16.9282956825891,51.1094102738651,"391","1543","6"
16.9282956825891,51.1065902179153,"392","1544","8"
16.9282956825891,51.1037699898964,"393","1545","14"
16.9282956825891,51.0924873570572,"394","1549","3"
16.9321855018724,51.1925245321952,"395","1571","9"
16.9321855018724,51.1671835071939,"396","1580","9"
16.9321855018724,51.1643669778493,"397","1581","9"
16.9321855018724,51.1587334031756,"398","1583","10"
16.9321855018724,51.1559163578391,"399","1584","8"
16.9321855018724,51.153099140498,"400","1585","9"
16.9321855018724,51.1502817511485,"401","1586","6"
16.9321855018724,51.1474641897869,"402","1587","9"
16.9321855018724,51.1446464564097,"403","1588","5"
16.9321855018724,51.141828551013,"404","1589","5"
16.9321855018724,51.1390104735932,"405","1590","5"
16.9321855018724,51.1361922241467,"406","1591","5"
16.9321855018724,51.1333738026696,"407","1592","4"
16.9321855018724,51.124917506019,"408","1595","3"
16.9321855018724,51.1220983963833,"409","1596","5"
16.9321855018724,51.1192791146987,"410","1597","7"
16.9321855018724,51.1164596609617,"411","1598","8"
16.9321855018724,51.1080002673986,"412","1601","16"
16.9321855018724,51.1051801254147,"413","1602","4"
16.9321855018724,51.0995393252306,"414","1604","10"
16.9321855018724,51.0967186670231,"415","1605","5"
16.9321855018724,51.0882556598947,"416","1608","8"
16.9321855018724,51.0854343133378,"417","1609","5"
16.9360753211557,51.1854867558461,"418","1632","8"
16.9360753211557,51.1826713443696,"419","1633","10"
16.9360753211557,51.1685917073698,"420","1638","5"
16.9360753211557,51.1657752640206,"421","1639","4"
16.9360753211557,51.1629586486796,"422","1640","11"
16.9360753211557,51.1601418613432,"423","1641","7"
16.9360753211557,51.1573249020077,"424","1642","7"
16.9360753211557,51.1545077706693,"425","1643","7"
16.9360753211557,51.1516904673245,"426","1644","5"
16.9360753211557,51.1488729919694,"427","1645","7"
16.9360753211557,51.1460553446005,"428","1646","9"
16.9360753211557,51.143237525214,"429","1647","7"
16.9360753211557,51.1404195338062,"430","1648","7"
16.9360753211557,51.1376013703735,"431","1649","6"
16.9360753211557,51.1347830349122,"432","1650","4"
16.9360753211557,51.1319645274186,"433","1651","5"
16.9360753211557,51.1291458478889,"434","1652","6"
16.9360753211557,51.1263269963196,"435","1653","10"
16.9360753211557,51.123507972707,"436","1654","8"
16.9360753211557,51.1206887770473,"437","1655","3"
16.9360753211557,51.117869409337,"438","1656","4"
16.9360753211557,51.1094102738651,"439","1659","3"
16.9360753211557,51.1037699898964,"440","1661","3"
16.9360753211557,51.1009495898048,"441","1662","9"
16.9360753211557,51.0981290176369,"442","1663","9"
16.9360753211557,51.0953082733889,"443","1664","9"
16.9360753211557,51.0896662686381,"444","1666","7"
16.9360753211557,51.0868450081281,"445","1667","8"
16.939965140439,51.1840790716038,"446","1690","7"
16.939965140439,51.1615502765111,"447","1698","6"
16.939965140439,51.1587334031756,"448","1699","8"
16.939965140439,51.1559163578391,"449","1700","13"
16.939965140439,51.153099140498,"450","1701","6"
16.939965140439,51.1502817511485,"451","1702","5"
16.939965140439,51.1474641897869,"452","1703","8"
16.939965140439,51.141828551013,"453","1705","7"
16.939965140439,51.1361922241467,"454","1707","9"
16.939965140439,51.1333738026696,"455","1708","7"
16.939965140439,51.1305552091585,"456","1709","9"
16.939965140439,51.1277364436095,"457","1710","5"
16.939965140439,51.124917506019,"458","1711","10"
16.939965140439,51.1220983963833,"459","1712","7"
16.939965140439,51.1192791146987,"460","1713","7"
16.939965140439,51.1164596609617,"461","1714","5"
16.939965140439,51.1080002673986,"462","1717","39"
16.939965140439,51.1051801254147,"463","1718","13"
16.939965140439,51.1023598113599,"464","1719","10"
16.939965140439,51.0995393252306,"465","1720","8"
16.939965140439,51.0967186670231,"466","1721","8"
16.939965140439,51.0938978367337,"467","1722","8"
16.9438549597222,51.1601418613432,"468","1757","7"
16.9438549597222,51.1545077706693,"469","1759","8"
16.9438549597222,51.1516904673245,"470","1760","6"
16.9438549597222,51.1488729919694,"471","1761","5"
16.9438549597222,51.1460553446005,"472","1762","11"
16.9438549597222,51.143237525214,"473","1763","11"
16.9438549597222,51.1404195338062,"474","1764","19"
16.9438549597222,51.1376013703735,"475","1765","6"
16.9438549597222,51.1291458478889,"476","1768","5"
16.9438549597222,51.1263269963196,"477","1769","15"
16.9438549597222,51.123507972707,"478","1770","7"
16.9438549597222,51.1206887770473,"479","1771","7"
16.9438549597222,51.117869409337,"480","1772","8"
16.9438549597222,51.1065902179153,"481","1776","16"
16.9438549597222,51.1037699898964,"482","1777","11"
16.9438549597222,51.1009495898048,"483","1778","8"
16.9438549597222,51.0981290176369,"484","1779","8"
16.9438549597222,51.0953082733889,"485","1780","7"
16.9438549597222,51.0924873570572,"486","1781","8"
16.9477447790055,51.1587334031756,"487","1815","6"
16.9477447790055,51.1559163578391,"488","1816","7"
16.9477447790055,51.153099140498,"489","1817","8"
16.9477447790055,51.1502817511485,"490","1818","7"
16.9477447790055,51.1474641897869,"491","1819","10"
16.9477447790055,51.1446464564097,"492","1820","11"
16.9477447790055,51.141828551013,"493","1821","10"
16.9477447790055,51.1390104735932,"494","1822","9"
16.9477447790055,51.1361922241467,"495","1823","6"
16.9477447790055,51.1333738026696,"496","1824","5"
16.9477447790055,51.1305552091585,"497","1825","14"
16.9477447790055,51.1277364436095,"498","1826","12"
16.9477447790055,51.124917506019,"499","1827","11"
16.9477447790055,51.1220983963833,"500","1828","6"
16.9477447790055,51.1192791146987,"501","1829","16"
16.9477447790055,51.1164596609617,"502","1830","15"
16.9477447790055,51.1136400351684,"503","1831","10"
16.9477447790055,51.1080002673986,"504","1833","11"
16.9477447790055,51.1051801254147,"505","1834","9"
16.9477447790055,51.1023598113599,"506","1835","11"
16.9477447790055,51.0995393252306,"507","1836","11"
16.9477447790055,51.0967186670231,"508","1837","8"
16.9477447790055,51.0938978367337,"509","1838","5"
16.9477447790055,51.0910768343588,"510","1839","6"
16.9477447790055,51.0882556598947,"511","1840","7"
16.9477447790055,51.0854343133378,"512","1841","8"
16.9516345982888,51.1545077706693,"513","1875","7"
16.9516345982888,51.1488729919694,"514","1877","8"
16.9516345982888,51.1460553446005,"515","1878","11"
16.9516345982888,51.143237525214,"516","1879","7"
16.9516345982888,51.1404195338062,"517","1880","8"
16.9516345982888,51.1376013703735,"518","1881","18"
16.9516345982888,51.1347830349122,"519","1882","6"
16.9516345982888,51.1319645274186,"520","1883","8"
16.9516345982888,51.1291458478889,"521","1884","7"
16.9516345982888,51.1263269963196,"522","1885","9"
16.9516345982888,51.123507972707,"523","1886","8"
16.9516345982888,51.1206887770473,"524","1887","7"
16.9516345982888,51.117869409337,"525","1888","23"
16.9516345982888,51.1150498695723,"526","1889","22"
16.9516345982888,51.1122301577496,"527","1890","20"
16.9516345982888,51.1094102738651,"528","1891","6"
16.9516345982888,51.1065902179153,"529","1892","5"
16.9516345982888,51.1037699898964,"530","1893","10"
16.9516345982888,51.1009495898048,"531","1894","11"
16.9516345982888,51.0981290176369,"532","1895","9"
16.9516345982888,51.0953082733889,"533","1896","7"
16.9516345982888,51.0924873570572,"534","1897","8"
16.9516345982888,51.0896662686381,"535","1898","6"
16.9516345982888,51.0868450081281,"536","1899","6"
16.9516345982888,51.0840235755233,"537","1900","4"
16.9516345982888,51.0812019708203,"538","1901","5"
16.9516345982888,51.0783801940153,"539","1902","6"
16.9516345982888,51.0755582451046,"540","1903","10"
16.9516345982888,51.0727361240846,"541","1904","7"
16.9516345982888,51.0699138309517,"542","1905","6"
16.9555244175721,51.1474641897869,"543","1935","12"
16.9555244175721,51.1446464564097,"544","1936","8"
16.9555244175721,51.141828551013,"545","1937","8"
16.9555244175721,51.1390104735932,"546","1938","9"
16.9555244175721,51.1361922241467,"547","1939","10"
16.9555244175721,51.1333738026696,"548","1940","8"
16.9555244175721,51.1305552091585,"549","1941","8"
16.9555244175721,51.1277364436095,"550","1942","12"
16.9555244175721,51.124917506019,"551","1943","8"
16.9555244175721,51.1220983963833,"552","1944","8"
16.9555244175721,51.1192791146987,"553","1945","5"
16.9555244175721,51.1164596609617,"554","1946","22"
16.9555244175721,51.1136400351684,"555","1947","17"
16.9555244175721,51.1108202373153,"556","1948","14"
16.9555244175721,51.1080002673986,"557","1949","12"
16.9555244175721,51.1023598113599,"558","1951","9"
16.9555244175721,51.0995393252306,"559","1952","7"
16.9555244175721,51.0967186670231,"560","1953","8"
16.9555244175721,51.0938978367337,"561","1954","7"
16.9555244175721,51.0910768343588,"562","1955","5"
16.9555244175721,51.0826127946843,"563","1958","6"
16.9555244175721,51.0797911039307,"564","1959","5"
16.9555244175721,51.0769692410733,"565","1960","9"
16.9555244175721,51.0741472061085,"566","1961","9"
16.9555244175721,51.0713249990325,"567","1962","12"
16.9555244175721,51.0685026198418,"568","1963","7"
16.9594142368553,51.1714079787311,"569","1985","6"
16.9594142368553,51.1573249020077,"570","1990","4"
16.9594142368553,51.1488729919694,"571","1993","3"
16.9594142368553,51.1460553446005,"572","1994","4"
