X,Y,id,count,price
16.9059536257405,51.1603693509228,"309","297",7.414
16.9059536257405,51.1547352880307,"310","348",8.793
16.9059536257405,51.1491005371139,"311","22",7.039
16.9059536257405,51.1434650981426,"312","265",7.510
16.9059536257405,51.1378289710875,"313","1",2.690
16.9059536257405,51.1265546526079,"315","63",7.045
16.9059536257405,51.1209164611246,"316","7",6.006
16.9059536257405,51.1152775814397,"317","8",5.264
16.9059536257405,51.1096380135238,"318","100",6.434
16.9059536257405,51.1039977573476,"319","12",9.709
16.913733264307,51.1969739911583,"332","4",4.800
16.913733264307,51.1913443997066,"333","19",14.337
16.913733264307,51.1857141204224,"334","21",5.223
16.913733264307,51.1800831532762,"335","13",6.783
16.913733264307,51.1744514982383,"336","375",6.795
16.913733264307,51.168819155279,"337","104",6.668
16.913733264307,51.1631861243688,"338","25",7.531
16.913733264307,51.157552405478,"339","303",6.586
16.913733264307,51.1519179985773,"340","104",7.691
16.913733264307,51.1462829036369,"341","1",4.050
16.913733264307,51.1406471206274,"342","7",4.444
16.913733264307,51.1350106495193,"343","18",4.382
16.913733264307,51.1293734902832,"344","8",6.333
16.913733264307,51.1237356428896,"345","195",6.337
16.913733264307,51.1180971073092,"346","55",6.610
16.913733264307,51.1124578835124,"347","21",6.647
16.913733264307,51.1068179714701,"348","50",6.339
16.9215129028736,51.1772674117456,"366","3",4.690
16.9215129028736,51.1660027258196,"368","230",6.829
16.9215129028736,51.1603693509228,"369","262",5.677
16.9215129028736,51.1547352880307,"370","20",6.142
16.9215129028736,51.1491005371139,"371","1",3.200
16.9215129028736,51.1434650981426,"372","153",5.336
16.9215129028736,51.1378289710875,"373","304",5.256
16.9215129028736,51.1321921559191,"374","47",4.654
16.9215129028736,51.1265546526079,"375","78",8.437
16.9215129028736,51.1209164611246,"376","406",7.885
16.9215129028736,51.1152775814397,"377","115",8.999
16.9215129028736,51.1096380135238,"378","11",8.171
16.9215129028736,51.0983568128817,"380","1",5.820
16.9215129028736,51.0927151800969,"381","3",3.463
16.9292925414401,51.168819155279,"397","7",6.489
16.9292925414401,51.1631861243688,"398","53",6.082
16.9292925414401,51.157552405478,"399","325",8.665
16.9292925414401,51.1519179985773,"400","181",8.114
16.9292925414401,51.1462829036369,"401","51",10.185
16.9292925414401,51.1406471206274,"402","17",5.550
16.9292925414401,51.1237356428896,"405","190",6.824
16.9292925414401,51.1180971073092,"406","669",7.345
16.9292925414401,51.1124578835124,"407","47",7.943
16.9292925414401,51.1068179714701,"408","10",6.806
16.9292925414401,51.1011773711527,"409","3",10.910
16.9292925414401,51.095536082531,"410","3",11.017
16.9292925414401,51.0842514402576,"412","14",5.103
16.9370721800067,51.1941592814096,"423","3",8.983
16.9370721800067,51.1828987228339,"425","16",7.679
16.9370721800067,51.1660027258196,"428","5",5.244
16.9370721800067,51.1603693509228,"429","228",7.724
16.9370721800067,51.1547352880307,"430","341",6.404
16.9370721800067,51.1491005371139,"431","1391",6.561
16.9370721800067,51.1434650981426,"432","117",6.711
16.9370721800067,51.1378289710875,"433","47",7.265
16.9370721800067,51.1321921559191,"434","60",6.384
16.9370721800067,51.1265546526079,"435","52",8.634
16.9370721800067,51.1209164611246,"436","147",5.798
16.9370721800067,51.1152775814397,"437","3",4.383
16.9370721800067,51.1096380135238,"438","1",2.840
16.9370721800067,51.1039977573476,"439","50",8.319
16.9370721800067,51.0983568128817,"440","376",8.720
16.9370721800067,51.0927151800969,"441","304",8.788
16.9370721800067,51.0870728589639,"442","12",7.881
16.9448518185732,51.1631861243688,"458","20",7.165
16.9448518185732,51.157552405478,"459","78",6.650
16.9448518185732,51.1519179985773,"460","390",6.388
16.9448518185732,51.1462829036369,"461","256",7.252
16.9448518185732,51.1406471206274,"462","26",12.516
16.9448518185732,51.1350106495193,"463","15",4.699
16.9448518185732,51.1293734902832,"464","87",15.188
16.9448518185732,51.1237356428896,"465","519",7.955
16.9448518185732,51.1180971073092,"466","201",10.399
16.9448518185732,51.1124578835124,"467","12",5.616
16.9448518185732,51.1068179714701,"468","90",14.014
16.9448518185732,51.1011773711527,"469","474",9.517
16.9448518185732,51.095536082531,"470","485",7.502
16.9448518185732,51.0898941055758,"471","9",5.860
16.9448518185732,51.0842514402576,"472","4",9.465
16.9526314571398,51.1547352880307,"490","49",7.013
16.9526314571398,51.1491005371139,"491","45",11.189
16.9526314571398,51.1434650981426,"492","115",7.740
16.9526314571398,51.1378289710875,"493","210",9.976
16.9526314571398,51.1321921559191,"494","154",7.072
16.9526314571398,51.1265546526079,"495","357",9.513
16.9526314571398,51.1209164611246,"496","410",7.063
16.9526314571398,51.1152775814397,"497","243",20.329
16.9526314571398,51.1096380135238,"498","133",12.877
16.9526314571398,51.1039977573476,"499","209",9.467
16.9526314571398,51.0983568128817,"500","311",9.609
16.9526314571398,51.0927151800969,"501","92",6.599
16.9526314571398,51.0870728589639,"502","5",7.052
16.9526314571398,51.0814298494533,"503","18",4.939
16.9526314571398,51.075786151536,"504","157",7.783
16.9526314571398,51.0701417651828,"505","13",7.867
16.9604110957063,51.1744514982383,"516","2",5.965
16.9604110957063,51.168819155279,"517","63",6.394
16.9604110957063,51.157552405478,"519","16",9.642
16.9604110957063,51.1462829036369,"521","13",6.741
16.9604110957063,51.1406471206274,"522","449",12.690
16.9604110957063,51.1350106495193,"523","329",8.962
16.9604110957063,51.1293734902832,"524","295",14.666
16.9604110957063,51.1237356428896,"525","300",16.021
16.9604110957063,51.1180971073092,"526","121",11.381
16.9604110957063,51.1124578835124,"527","445",13.692
16.9604110957063,51.1068179714701,"528","529",9.773
16.9604110957063,51.1011773711527,"529","60",7.666
16.9604110957063,51.095536082531,"530","303",7.626
16.9604110957063,51.0842514402576,"532","62",8.240
16.9604110957063,51.0786080865473,"533","310",9.827
16.9604110957063,51.0729640444157,"534","127",8.685
16.9604110957063,51.0673193138335,"535","28",6.493
16.9604110957063,51.0503809910919,"538","1",3.230
16.9681907342729,51.1997885289562,"542","51",6.830
16.9681907342729,51.1660027258196,"548","144",6.515
16.9681907342729,51.1434650981426,"552","98",14.068
16.9681907342729,51.1378289710875,"553","219",16.844
16.9681907342729,51.1321921559191,"554","29",6.843
16.9681907342729,51.1265546526079,"555","417",17.571
16.9681907342729,51.1209164611246,"556","110",17.063
16.9681907342729,51.1152775814397,"557","154",7.740
16.9681907342729,51.1096380135238,"558","600",8.550
16.9681907342729,51.1039977573476,"559","421",8.199
16.9681907342729,51.0983568128817,"560","42",5.652
16.9681907342729,51.0927151800969,"561","36",6.523
16.9681907342729,51.0870728589639,"562","14",5.432
16.9681907342729,51.0814298494533,"563","478",8.458
16.9681907342729,51.075786151536,"564","565",8.219
16.9681907342729,51.0701417651828,"565","238",6.591
16.9681907342729,51.0644966903643,"566","27",8.156
16.9681907342729,51.0588509270516,"567","832",11.072
16.9681907342729,51.0532044752154,"568","5",7.870
16.9759703728394,51.2026028948073,"571","30",7.551
16.9759703728394,51.1969739911583,"572","271",6.708
16.9759703728394,51.1913443997066,"573","116",5.596
16.9759703728394,51.1857141204224,"574","1",8.340
16.9759703728394,51.1462829036369,"581","4",7.108
16.9759703728394,51.1406471206274,"582","90",14.697
16.9759703728394,51.1350106495193,"583","308",15.788
16.9759703728394,51.1293734902832,"584","75",13.253
16.9759703728394,51.1237356428896,"585","178",18.236
16.9759703728394,51.1180971073092,"586","87",9.733
16.9759703728394,51.1124578835124,"587","133",11.389
16.9759703728394,51.1068179714701,"588","33",6.413
16.9759703728394,51.1011773711527,"589","12",4.997
16.9759703728394,51.095536082531,"590","220",12.281
16.9759703728394,51.0898941055758,"591","142",8.760
16.9759703728394,51.0842514402576,"592","16",6.728
16.9759703728394,51.0786080865473,"593","409",8.068
16.9759703728394,51.0729640444157,"594","456",8.265
16.9759703728394,51.0673193138335,"595","301",8.406
16.9759703728394,51.0616738947716,"596","644",8.092
16.9759703728394,51.0560277872007,"597","28",7.967
16.983750011406,51.1997885289562,"602","8",5.235
16.983750011406,51.1941592814096,"603","24",6.503
16.983750011406,51.1885293460454,"604","11",7.243
16.983750011406,51.1772674117456,"606","5",3.658
16.983750011406,51.1491005371139,"611","119",8.783
16.983750011406,51.1434650981426,"612","46",8.936
16.983750011406,51.1378289710875,"613","114",12.641
16.983750011406,51.1321921559191,"614","50",6.965
16.983750011406,51.1265546526079,"615","150",11.846
16.983750011406,51.1209164611246,"616","370",9.581
16.983750011406,51.1152775814397,"617","94",9.263
16.983750011406,51.1096380135238,"618","103",9.399
16.983750011406,51.1039977573476,"619","15",6.328
16.983750011406,51.0983568128817,"620","156",8.748
16.983750011406,51.0927151800969,"621","364",11.944
16.983750011406,51.0870728589639,"622","582",7.893
16.983750011406,51.0814298494533,"623","38",8.907
16.983750011406,51.075786151536,"624","24",8.105
16.983750011406,51.0701417651828,"625","129",8.305
16.983750011406,51.0644966903643,"626","519",8.324
16.983750011406,51.0588509270516,"627","30",7.653
16.983750011406,51.0532044752154,"628","6",5.300
16.9915296499725,51.1800831532762,"635","50",6.099
16.9915296499725,51.1744514982383,"636","114",6.859
16.9915296499725,51.168819155279,"637","8",7.578
16.9915296499725,51.1519179985773,"640","17",5.992
16.9915296499725,51.1462829036369,"641","183",7.672
16.9915296499725,51.1406471206274,"642","277",7.703
16.9915296499725,51.1350106495193,"643","6",6.908
16.9915296499725,51.1293734902832,"644","239",4.815
16.9915296499725,51.1237356428896,"645","120",18.725
16.9915296499725,51.1180971073092,"646","50",9.784
16.9915296499725,51.1124578835124,"647","151",10.757
16.9915296499725,51.1068179714701,"648","122",7.843
16.9915296499725,51.1011773711527,"649","83",8.081
16.9915296499725,51.095536082531,"650","402",9.141
16.9915296499725,51.0898941055758,"651","716",8.389
16.9915296499725,51.0842514402576,"652","507",8.125
16.9915296499725,51.0786080865473,"653","127",12.195
16.9915296499725,51.0729640444157,"654","282",9.974
16.9915296499725,51.0673193138335,"655","374",12.730
16.9915296499725,51.0616738947716,"656","142",9.532
16.9915296499725,51.0560277872007,"657","77",7.064
16.9915296499725,51.0503809910919,"658","6",3.650
16.9993092885391,51.1828987228339,"665","21",14.286
16.9993092885391,51.1772674117456,"666","101",12.142
16.9993092885391,51.1716354127507,"667","262",6.776
16.9993092885391,51.1660027258196,"668","62",5.984
16.9993092885391,51.1603693509228,"669","18",5.417
16.9993092885391,51.1547352880307,"670","32",4.741
16.9993092885391,51.1434650981426,"672","140",7.215
16.9993092885391,51.1378289710875,"673","31",6.068
16.9993092885391,51.1321921559191,"674","38",4.944
16.9993092885391,51.1265546526079,"675","92",10.780
16.9993092885391,51.1209164611246,"676","352",6.810
16.9993092885391,51.1152775814397,"677","163",17.500
16.9993092885391,51.1096380135238,"678","135",8.208
16.9993092885391,51.1039977573476,"679","217",10.342
16.9993092885391,51.0983568128817,"680","392",11.827
16.9993092885391,51.0927151800969,"681","501",9.651
16.9993092885391,51.0870728589639,"682","257",9.693
16.9993092885391,51.0814298494533,"683","220",8.575
16.9993092885391,51.075786151536,"684","725",8.269
16.9993092885391,51.0701417651828,"685","605",10.255
16.9993092885391,51.0644966903643,"686","423",9.715
16.9993092885391,51.0588509270516,"687","50",7.152
16.9993092885391,51.0532044752154,"688","2",3.190
16.9993092885391,51.0475573348266,"689","2",3.570
17.0070889271057,51.1800831532762,"695","9",6.573
17.0070889271057,51.1744514982383,"696","157",6.658
17.0070889271057,51.168819155279,"697","326",6.679
17.0070889271057,51.1631861243688,"698","25",6.067
17.0070889271057,51.157552405478,"699","68",5.743
17.0070889271057,51.1462829036369,"701","7",4.641
17.0070889271057,51.1406471206274,"702","2",10.910
17.0070889271057,51.1350106495193,"703","19",6.990
17.0070889271057,51.1293734902832,"704","59",3.476
17.0070889271057,51.1237356428896,"705","34",4.863
17.0070889271057,51.1180971073092,"706","327",14.550
17.0070889271057,51.1124578835124,"707","179",14.486
17.0070889271057,51.1068179714701,"708","183",7.867
17.0070889271057,51.1011773711527,"709","452",12.696
17.0070889271057,51.095536082531,"710","456",11.558
17.0070889271057,51.0898941055758,"711","599",11.050
17.0070889271057,51.0842514402576,"712","492",10.904
17.0070889271057,51.0786080865473,"713","183",10.903
17.0070889271057,51.0729640444157,"714","393",9.151
17.0070889271057,51.0673193138335,"715","576",8.391
17.0070889271057,51.0616738947716,"716","214",9.429
17.0070889271057,51.0560277872007,"717","131",11.419
17.0070889271057,51.0503809910919,"718","14",8.153
17.0070889271057,51.0447335064159,"719","1",8.610
17.0148685656722,51.1828987228339,"725","20",6.509
17.0148685656722,51.1772674117456,"726","279",6.319
17.0148685656722,51.1716354127507,"727","100",6.838
17.0148685656722,51.1660027258196,"728","8",5.590
17.0148685656722,51.1603693509228,"729","12",3.618
17.0148685656722,51.1547352880307,"730","23",7.151
17.0148685656722,51.1491005371139,"731","62",8.670
17.0148685656722,51.1434650981426,"732","2",2.915
17.0148685656722,51.1378289710875,"733","225",6.907
17.0148685656722,51.1321921559191,"734","30",8.781
17.0148685656722,51.1265546526079,"735","42",6.151
17.0148685656722,51.1209164611246,"736","204",11.946
17.0148685656722,51.1152775814397,"737","313",15.884
17.0148685656722,51.1096380135238,"738","215",11.712
17.0148685656722,51.1039977573476,"739","395",11.964
17.0148685656722,51.0983568128817,"740","377",17.552
17.0148685656722,51.0927151800969,"741","552",14.133
17.0148685656722,51.0870728589639,"742","461",12.903
17.0148685656722,51.0814298494533,"743","557",9.699
17.0148685656722,51.075786151536,"744","311",9.371
17.0148685656722,51.0701417651828,"745","450",7.210
17.0148685656722,51.0644966903643,"746","453",8.120
17.0148685656722,51.0588509270516,"747","331",8.432
17.0148685656722,51.0532044752154,"748","678",7.926
17.0148685656722,51.0475573348266,"749","28",9.627
17.0226482042388,51.1800831532762,"755","55",6.954
17.0226482042388,51.1744514982383,"756","268",6.676
17.0226482042388,51.168819155279,"757","55",6.474
17.0226482042388,51.1631861243688,"758","34",7.013
17.0226482042388,51.157552405478,"759","49",6.720
17.0226482042388,51.1519179985773,"760","107",6.574
17.0226482042388,51.1462829036369,"761","83",8.887
17.0226482042388,51.1406471206274,"762","259",12.489
17.0226482042388,51.1350106495193,"763","753",7.590
17.0226482042388,51.1293734902832,"764","107",9.379
17.0226482042388,51.1237356428896,"765","177",13.091
17.0226482042388,51.1180971073092,"766","219",11.649
17.0226482042388,51.1124578835124,"767","340",17.658
17.0226482042388,51.1068179714701,"768","355",16.349
17.0226482042388,51.1011773711527,"769","563",10.948
17.0226482042388,51.095536082531,"770","252",27.762
17.0226482042388,51.0898941055758,"771","225",18.201
17.0226482042388,51.0842514402576,"772","318",10.601
17.0226482042388,51.0786080865473,"773","338",9.512
17.0226482042388,51.0729640444157,"774","53",8.273
17.0226482042388,51.0673193138335,"775","22",7.075
17.0226482042388,51.0616738947716,"776","344",8.457
17.0226482042388,51.0560277872007,"777","753",7.853
17.0226482042388,51.0503809910919,"778","622",8.029
17.0226482042388,51.0447335064159,"779","71",9.716
17.0304278428053,51.1716354127507,"787","2",9.145
17.0304278428053,51.1660027258196,"788","19",6.657
17.0304278428053,51.1603693509228,"789","82",7.093
17.0304278428053,51.1547352880307,"790","68",7.501
17.0304278428053,51.1491005371139,"791","210",7.851
17.0304278428053,51.1434650981426,"792","207",10.768
17.0304278428053,51.1378289710875,"793","264",14.378
17.0304278428053,51.1321921559191,"794","122",16.092
17.0304278428053,51.1265546526079,"795","360",14.346
17.0304278428053,51.1209164611246,"796","598",16.488
17.0304278428053,51.1152775814397,"797","333",17.048
17.0304278428053,51.1096380135238,"798","890",19.955
17.0304278428053,51.1039977573476,"799","499",17.181
17.0304278428053,51.0983568128817,"800","269",17.982
17.0304278428053,51.0927151800969,"801","198",17.302
17.0304278428053,51.0870728589639,"802","77",5.803
17.0304278428053,51.0814298494533,"803","59",11.460
17.0304278428053,51.075786151536,"804","205",9.610
17.0304278428053,51.0701417651828,"805","171",8.080
17.0304278428053,51.0644966903643,"806","589",8.131
17.0304278428053,51.0588509270516,"807","572",8.194
17.0304278428053,51.0532044752154,"808","403",7.152
17.0304278428053,51.0475573348266,"809","129",8.946
17.0304278428053,51.0419095058561,"810","1",3.970
17.0382074813719,51.168819155279,"817","3",3.233
17.0382074813719,51.1631861243688,"818","154",7.578
17.0382074813719,51.157552405478,"819","154",8.612
17.0382074813719,51.1519179985773,"820","503",7.286
17.0382074813719,51.1462829036369,"821","80",8.134
17.0382074813719,51.1406471206274,"822","508",8.380
17.0382074813719,51.1350106495193,"823","233",13.788
17.0382074813719,51.1293734902832,"824","205",13.809
17.0382074813719,51.1237356428896,"825","459",17.273
17.0382074813719,51.1180971073092,"826","405",18.139
17.0382074813719,51.1124578835124,"827","468",16.791
17.0382074813719,51.1068179714701,"828","401",17.396
17.0382074813719,51.1011773711527,"829","631",16.713
17.0382074813719,51.095536082531,"830","297",10.205
17.0382074813719,51.0898941055758,"831","592",16.815
17.0382074813719,51.0842514402576,"832","294",13.578
17.0382074813719,51.0786080865473,"833","379",13.401
17.0382074813719,51.0729640444157,"834","632",10.663
17.0382074813719,51.0673193138335,"835","607",8.234
17.0382074813719,51.0616738947716,"836","942",8.915
17.0382074813719,51.0560277872007,"837","382",8.550
17.0382074813719,51.0503809910919,"838","1",9.300
17.0459871199384,51.1660027258196,"848","41",7.563
17.0459871199384,51.1603693509228,"849","351",6.932
17.0459871199384,51.1547352880307,"850","96",9.612
17.0459871199384,51.1491005371139,"851","103",10.357
17.0459871199384,51.1434650981426,"852","494",8.348
17.0459871199384,51.1378289710875,"853","573",8.061
17.0459871199384,51.1321921559191,"854","38",17.788
17.0459871199384,51.1265546526079,"855","357",16.831
17.0459871199384,51.1209164611246,"856","594",18.958
17.0459871199384,51.1152775814397,"857","297",13.591
17.0459871199384,51.1096380135238,"858","65",20.755
17.0459871199384,51.1039977573476,"859","552",15.865
17.0459871199384,51.0983568128817,"860","444",15.426
17.0459871199384,51.0927151800969,"861","381",9.810
17.0459871199384,51.0870728589639,"862","342",12.182
17.0459871199384,51.0814298494533,"863","257",21.195
17.0459871199384,51.075786151536,"864","414",11.125
17.0459871199384,51.0701417651828,"865","55",9.295
17.0459871199384,51.0644966903643,"866","33",10.596
17.0459871199384,51.0588509270516,"867","19",7.931
17.0459871199384,51.0532044752154,"868","3",6.870
17.0459871199384,51.0475573348266,"869","9",6.616
17.053766758505,51.1631861243688,"878","7",7.473
17.053766758505,51.157552405478,"879","4",6.365
17.053766758505,51.1519179985773,"880","8",6.359
17.053766758505,51.1462829036369,"881","37",9.108
17.053766758505,51.1406471206274,"882","607",8.375
17.053766758505,51.1350106495193,"883","489",8.518
17.053766758505,51.1293734902832,"884","121",16.358
17.053766758505,51.1237356428896,"885","641",15.996
17.053766758505,51.1180971073092,"886","400",15.786
17.053766758505,51.1124578835124,"887","355",17.866
17.053766758505,51.1068179714701,"888","185",16.892
17.053766758505,51.1011773711527,"889","517",15.853
17.053766758505,51.095536082531,"890","348",13.891
17.053766758505,51.0898941055758,"891","104",13.463
17.053766758505,51.0842514402576,"892","304",11.161
17.053766758505,51.0786080865473,"893","161",7.818
17.053766758505,51.0729640444157,"894","41",5.859
17.053766758505,51.0673193138335,"895","45",10.879
17.053766758505,51.0616738947716,"896","50",8.586
17.053766758505,51.0560277872007,"897","27",8.803
17.053766758505,51.0503809910919,"898","66",6.734
17.053766758505,51.0447335064159,"899","42",5.917
17.0615463970715,51.1547352880307,"910","120",9.061
17.0615463970715,51.1434650981426,"912","306",7.730
17.0615463970715,51.1378289710875,"913","683",7.807
17.0615463970715,51.1321921559191,"914","304",11.070
17.0615463970715,51.1265546526079,"915","95",13.589
17.0615463970715,51.1209164611246,"916","230",13.405
17.0615463970715,51.1152775814397,"917","649",13.869
17.0615463970715,51.1096380135238,"918","330",16.073
17.0615463970715,51.1039977573476,"919","81",9.311
17.0615463970715,51.0983568128817,"920","106",3.878
17.0615463970715,51.0927151800969,"921","231",9.412
17.0615463970715,51.0870728589639,"922","68",11.001
17.0615463970715,51.0814298494533,"923","359",8.121
17.0615463970715,51.075786151536,"924","190",7.302
17.0615463970715,51.0701417651828,"925","51",6.216
17.0615463970715,51.0644966903643,"926","197",7.140
17.0615463970715,51.0588509270516,"927","424",7.530
17.0615463970715,51.0532044752154,"928","404",8.512
17.0615463970715,51.0475573348266,"929","60",7.026
17.0693260356381,51.157552405478,"939","66",6.583
17.0693260356381,51.1519179985773,"940","690",7.922
17.0693260356381,51.1462829036369,"941","79",8.952
17.0693260356381,51.1406471206274,"942","283",9.107
17.0693260356381,51.1350106495193,"943","209",8.770
17.0693260356381,51.1293734902832,"944","31",6.293
17.0693260356381,51.1237356428896,"945","125",7.125
17.0693260356381,51.1180971073092,"946","212",11.082
17.0693260356381,51.1124578835124,"947","264",14.001
17.0693260356381,51.1068179714701,"948","205",10.333
17.0693260356381,51.1011773711527,"949","180",8.512
17.0693260356381,51.095536082531,"950","177",8.356
17.0693260356381,51.0898941055758,"951","124",9.404
17.0693260356381,51.0842514402576,"952","45",7.894
17.0693260356381,51.0786080865473,"953","114",8.158
17.0693260356381,51.0729640444157,"954","9",6.267
17.0693260356381,51.0673193138335,"955","6",3.083
17.0693260356381,51.0616738947716,"956","141",7.477
17.0693260356381,51.0560277872007,"957","15",7.861
17.0693260356381,51.0503809910919,"958","8",11.447
17.0771056742046,51.1547352880307,"970","78",6.509
17.0771056742046,51.1491005371139,"971","273",7.228
17.0771056742046,51.1434650981426,"972","99",5.707
17.0771056742046,51.1378289710875,"973","318",7.409
17.0771056742046,51.1321921559191,"974","189",8.121
17.0771056742046,51.1265546526079,"975","402",7.903
17.0771056742046,51.1209164611246,"976","546",7.796
17.0771056742046,51.1152775814397,"977","137",9.333
17.0771056742046,51.1096380135238,"978","152",9.903
17.0771056742046,51.1039977573476,"979","102",6.632
17.0771056742046,51.0983568128817,"980","5",5.440
17.0771056742046,51.0927151800969,"981","15",7.519
17.0771056742046,51.0870728589639,"982","44",6.238
17.0771056742046,51.0814298494533,"983","237",8.209
17.0771056742046,51.075786151536,"984","44",4.307
17.0771056742046,51.0701417651828,"985","116",7.546
17.0771056742046,51.0644966903643,"986","235",9.019
17.0771056742046,51.0588509270516,"987","131",10.183
17.0771056742046,51.0532044752154,"988","10",7.143
17.0848853127712,51.157552405478,"999","18",6.572
17.0848853127712,51.1462829036369,"1001","3",3.330
17.0848853127712,51.1406471206274,"1002","110",8.018
17.0848853127712,51.1350106495193,"1003","689",6.296
17.0848853127712,51.1293734902832,"1004","75",7.942
17.0848853127712,51.1237356428896,"1005","298",8.056
17.0848853127712,51.1180971073092,"1006","407",9.138
17.0848853127712,51.1124578835124,"1007","52",8.242
17.0848853127712,51.1068179714701,"1008","224",8.314
17.0848853127712,51.1011773711527,"1009","229",11.240
17.0848853127712,51.095536082531,"1010","10",7.694
17.0848853127712,51.0898941055758,"1011","3",4.417
17.0848853127712,51.0842514402576,"1012","87",7.575
